time_delta,soc_delta,soh,average_altitude,ground_speed,activity,average_power,id,unique_data_identifier,temperature,visibility,wind_speed
7.88,3.0,83,242.44,38.3,takeoff,57.27,5367,0,39.2,9.0,11
2.44,10.5,83,494.18,85.32,climb,48.63,5367,1,39.2,9.0,11
0.0,0.0,83,4.75,101.35,cruise,49.78,5367,2,39.2,9.0,11
0.0,0.0,83,4.76,100.74,climb,49.72,5367,3,39.2,9.0,11
0.0,0.0,83,4.95,100.56,cruise,49.64,5367,4,39.2,9.0,11
0.0,0.0,83,4.99,100.38,climb,49.81,5367,5,39.2,9.0,11
4.3,12.0,83,168.34,104.38,cruise,30.62,5367,6,39.2,9.0,11
0.0,0.0,83,1.71,90.39,slow flight,1.86,5367,7,39.2,9.0,11
0.38,0.38,83,-33.54,71.52,power off stall,0.18,5367,8,39.2,9.0,11
0.0,0.0,83,-6.55,61.5,slow flight,12.25,5367,9,39.2,9.0,11
0.02,0.0,83,-14.47,60.7,cruise,32.61,5367,10,39.2,9.0,11
0.08,0.0,83,-8.85,67.19,climb,42.76,5367,11,39.2,9.0,11
0.68,1.5,83,26.47,74.65,cruise,23.19,5367,12,39.2,9.0,11
0.62,0.58,83,-21.95,45.62,slow flight,12.36,5367,13,39.2,9.0,11
0.06,0.5,83,-4.35,40.9,climb,33.91,5367,14,39.2,9.0,11
0.44,1.0,83,26.93,51.59,cruise,26.98,5367,15,39.2,9.0,11
0.36,0.0,83,0.7,64.06,slow flight,10.45,5367,16,39.2,9.0,11
0.06,0.5,83,-5.52,63.47,power off stall,1.6,5367,17,39.2,9.0,11
0.3,0.5,83,-18.62,57.46,slow flight,11.2,5367,18,39.2,9.0,11
0.02,0.0,83,-16.28,52.4,steep turns,23.17,5367,19,39.2,9.0,11
0.62,1.0,83,-6.06,57.44,cruise,20.93,5367,20,39.2,9.0,11
0.02,0.0,83,2.2,43.54,steep turns,20.0,5367,21,39.2,9.0,11
0.5,1.0,83,-11.64,52.09,cruise,19.03,5367,22,39.2,9.0,11
0.0,0.0,83,-0.06,54.16,slow flight,7.03,5367,23,39.2,9.0,11
10.3,18.0,83,-432.06,62.73,cruise,18.73,5367,24,39.2,9.0,11
0.0,0.0,83,-0.69,68.84,climb,24.45,5367,25,39.2,9.0,11
0.0,0.0,83,-1.0,69.55,cruise,10.11,5367,26,39.2,9.0,11
0.18,0.0,83,-13.21,66.19,descent,0.63,5367,27,39.2,9.0,11
0.78,0.0,83,-87.16,57.28,cruise,4.6,5367,28,39.2,9.0,11
0.18,0.83,83,-15.16,52.91,landing,0.69,5367,29,39.2,9.0,11
0.38,0.0,83,-34.2,51.56,cruise,9.77,5367,30,39.2,9.0,11
1.34,0.0,83,-121.97,50.69,landing,2.83,5367,31,39.2,9.0,11
2.38,13.0,83,-0.95,0.04,takeoff,56.84,5367,32,42.8,9.0,8
17.06,4.0,84,178.61,4.38,pre-flight,1.44,5362,33,50.0,9.0,14
0.32,0.38,84,32.07,27.78,takeoff,63.24,5362,34,50.0,9.0,14
3.36,13.46,84,651.75,55.56,climb,46.57,5362,35,50.0,9.0,14
3.1,7.0,84,10.63,55.12,cruise,26.92,5362,36,50.0,9.0,14
0.46,1.0,84,-35.69,54.97,descent,20.12,5362,37,50.0,9.0,14
1.0,2.5,84,-26.23,56.72,HASEL,24.54,5362,38,50.0,9.0,14
0.94,2.0,84,-81.1,44.99,steep turn,24.9,5362,39,50.0,9.0,14
0.0,0.0,84,0.0,60.1,cruise,26.92,5362,40,50.0,9.0,14
0.92,1.0,84,-33.9,49.87,power off stall,12.4,5362,41,50.0,9.0,14
0.0,0.0,84,0.0,39.9,climb,31.17,5362,42,50.0,9.0,14
0.76,2.0,84,13.28,77.84,slow flight,28.52,5362,43,50.0,9.0,14
0.0,0.0,84,0.0,120.6,cruise,23.0,5362,44,50.0,9.0,14
0.62,1.0,84,-53.67,124.45,descent,21.72,5362,45,50.0,9.0,14
2.32,5.0,84,1.21,112.37,cruise,22.33,5362,46,50.0,9.0,14
1.28,0.0,84,-200.48,79.59,descent,0.02,5362,47,50.0,9.0,14
1.56,0.5,84,-279.99,48.29,landing,0.27,5362,48,50.0,9.0,14
0.36,0.5,84,66.42,50.6,takeoff,55.76,5362,49,50.0,9.0,14
1.36,6.0,84,239.45,61.2,climb,46.62,5362,50,50.0,9.0,14
1.08,2.62,84,-2.64,96.41,cruise,20.23,5362,51,50.0,9.0,14
1.84,1.0,84,-297.03,63.18,landing,0.67,5362,52,50.0,9.0,14
6.22,1.0,84,-8.31,11.32,post-flight,1.67,5362,53,50.0,9.0,14
17.52,5.0,83,119.59,43.9,takeoff,57.19,5205,54,57.2,9.0,5
0.12,0.88,83,16.39,67.57,climb,49.27,5205,55,57.2,9.0,5
0.04,0.0,83,7.42,71.94,takeoff,50.56,5205,56,57.2,9.0,5
3.12,12.67,83,625.77,76.8,climb,47.4,5205,57,57.2,9.0,5
0.0,0.0,83,3.87,73.14,cruise,48.71,5205,58,57.2,9.0,5
0.0,0.0,83,3.79,73.39,climb,49.0,5205,59,57.2,9.0,5
1.26,5.0,83,252.57,73.81,cruise,46.73,5205,60,57.2,9.0,5
0.3,1.0,83,33.77,74.08,steep turns,45.09,5205,61,57.2,9.0,5
0.6,2.0,83,-31.01,82.24,cruise,23.73,5205,62,57.2,9.0,5
0.14,0.0,83,-9.18,78.14,steep turns,23.0,5205,63,57.2,9.0,5
0.14,0.71,83,-4.72,77.98,cruise,23.35,5205,64,57.2,9.0,5
0.1,0.0,83,9.38,77.21,steep turns,23.03,5205,65,57.2,9.0,5
0.4,1.0,83,5.87,81.76,slow flight,21.02,5205,66,57.2,9.0,5
0.5,1.0,83,12.83,73.25,steep turns,26.54,5205,67,57.2,9.0,5
0.38,1.0,83,-11.25,71.58,slow flight,19.31,5205,68,57.2,9.0,5
1.46,3.0,83,21.86,58.34,steep turns,28.37,5205,69,57.2,9.0,5
0.08,0.5,83,-3.86,66.99,slow flight,29.42,5205,70,57.2,9.0,5
0.68,1.3,83,-1.91,66.51,steep turns,29.74,5205,71,57.2,9.0,5
0.06,0.12,83,7.14,74.27,slow flight,10.35,5205,72,57.2,9.0,5
0.52,0.0,83,-43.3,53.07,power off stall,0.2,5205,73,57.2,9.0,5
0.02,0.0,83,-15.63,37.91,slow flight,22.09,5205,74,57.2,9.0,5
0.12,0.0,83,-6.46,43.57,steep turns,28.61,5205,75,57.2,9.0,5
0.04,0.0,83,8.84,47.56,slow flight,22.36,5205,76,57.2,9.0,5
0.04,0.5,83,1.68,48.6,steep turns,26.97,5205,77,57.2,9.0,5
0.2,0.5,83,-25.17,50.66,slow flight,12.9,5205,78,57.2,9.0,5
0.18,0.0,83,5.27,49.25,steep turns,21.78,5205,79,57.2,9.0,5
0.1,0.0,83,-1.63,45.01,slow flight,5.46,5205,80,57.2,9.0,5
0.36,0.5,83,-35.93,41.44,power off stall,0.48,5205,81,57.2,9.0,5
0.2,0.5,83,-25.8,42.48,slow flight,17.85,5205,82,57.2,9.0,5
0.08,0.0,83,1.47,48.86,steep turns,24.09,5205,83,57.2,9.0,5
0.24,0.0,83,-27.22,52.73,slow flight,5.51,5205,84,57.2,9.0,5
0.38,0.0,83,-23.25,42.97,power off stall,0.28,5205,85,57.2,9.0,5
1.06,1.5,83,-12.05,40.93,slow flight,14.89,5205,86,57.2,9.0,5
0.2,0.5,83,-0.92,41.26,steep turns,25.58,5205,87,57.2,9.0,5
0.12,0.0,83,-16.96,47.26,slow flight,10.3,5205,88,57.2,9.0,5
0.74,1.5,83,28.45,56.79,steep turns,23.74,5205,89,57.2,9.0,5
0.78,0.86,83,-37.52,67.35,slow flight,9.9,5205,90,57.2,9.0,5
0.04,0.46,83,-2.2,68.67,steep turns,16.6,5205,91,57.2,9.0,5
0.66,0.5,83,-22.42,81.63,slow flight,14.49,5205,92,57.2,9.0,5
1.3,0.5,83,-217.32,95.16,descent,1.83,5205,93,57.2,9.0,5
3.04,5.0,83,53.22,83.83,cruise,20.42,5205,94,57.2,9.0,5
2.08,1.0,83,-331.7,92.83,descent,0.92,5205,95,57.2,9.0,5
0.78,1.0,83,33.77,80.64,cruise,23.25,5205,96,57.2,9.0,5
0.04,0.0,83,4.02,62.94,climb,24.97,5205,97,57.2,9.0,5
0.24,1.0,83,0.58,65.19,cruise,21.27,5205,98,57.2,9.0,5
0.7,0.5,83,-80.56,65.53,descent,3.42,5205,99,57.2,9.0,5
3.02,1.5,83,-267.18,51.74,landing,3.55,5205,100,59.0,9.0,10
10.7,3.5,82,93.27,46.02,takeoff,59.13,5127,101,44.6,9.0,8
0.94,3.5,82,206.46,70.85,climb,46.82,5127,102,44.6,9.0,8
1.46,3.0,82,-186.63,82.59,cruise,17.46,5127,103,44.6,9.0,8
1.52,0.5,82,-144.86,50.32,landing,1.9,5127,104,44.6,9.0,8
0.64,2.25,82,146.14,58.79,takeoff,59.75,5127,105,44.6,9.0,8
1.1,4.5,82,185.85,81.88,climb,43.56,5127,106,44.6,9.0,8
1.42,3.5,82,-14.98,91.25,cruise,23.37,5127,107,44.6,9.0,8
1.88,0.5,82,-276.24,55.06,landing,1.02,5127,108,44.6,9.0,8
0.04,0.0,82,-4.6,54.91,takeoff,18.78,5127,109,44.6,9.0,8
0.66,0.5,82,-35.11,51.81,landing,4.24,5127,110,44.6,9.0,8
0.58,1.79,82,124.65,60.18,takeoff,55.3,5127,111,44.6,9.0,8
1.26,5.25,82,214.79,76.21,climb,42.48,5127,112,44.6,9.0,8
1.24,3.0,82,-29.99,90.37,cruise,25.4,5127,113,44.6,9.0,8
2.42,1.0,82,-307.7,52.95,landing,1.51,5127,114,44.6,9.0,8
0.66,2.0,82,125.34,57.25,takeoff,52.93,5127,115,44.6,9.0,8
0.0,0.0,82,2.98,61.55,climb,48.46,5127,116,44.6,9.0,8
0.0,0.0,82,2.82,61.59,takeoff,48.92,5127,117,44.6,9.0,8
0.96,4.5,82,174.65,79.9,climb,47.66,5127,118,44.6,9.0,8
1.16,3.0,82,-0.1,87.72,cruise,25.43,5127,119,44.6,9.0,8
1.96,1.0,82,-272.82,52.24,landing,1.2,5127,120,44.6,9.0,8
0.06,0.0,82,-6.75,53.69,takeoff,17.58,5127,121,44.6,9.0,8
0.5,0.0,82,-24.56,45.71,landing,1.28,5127,122,44.6,9.0,8
0.72,3.0,82,146.77,60.43,takeoff,57.73,5127,123,44.6,9.0,8
0.86,4.0,82,165.79,83.46,climb,52.96,5127,124,44.6,9.0,8
1.12,3.5,82,-12.78,92.67,cruise,25.26,5127,125,44.6,9.0,8
0.24,0.5,82,0.18,81.25,descent,0.45,5127,126,44.6,9.0,8
2.28,0.0,82,-299.4,46.13,landing,0.49,5127,127,44.6,9.0,9
8.3,4.0,80,119.68,47.8,takeoff,60.36,5117,128,48.2,9.0,2
1.72,8.0,80,338.32,76.15,climb,51.44,5117,129,48.2,9.0,2
3.62,8.21,80,-30.57,88.25,cruise,25.5,5117,130,48.2,9.0,2
1.4,5.0,80,252.47,73.31,climb,42.8,5117,131,48.2,9.0,2
0.06,0.0,80,7.86,73.56,cruise,40.79,5117,132,48.2,9.0,2
0.0,0.0,80,2.94,74.13,climb,42.58,5117,133,48.2,9.0,2
0.1,0.5,80,21.86,73.24,cruise,40.42,5117,134,48.2,9.0,2
0.1,0.21,80,18.3,71.88,climb,44.4,5117,135,48.2,9.0,2
0.42,1.0,80,1.17,80.46,cruise,24.41,5117,136,48.2,9.0,2
0.04,0.04,80,5.5,73.33,slow flight,0.0,5117,137,48.2,9.0,2
0.32,0.12,80,-20.54,56.73,power off stall,0.37,5117,138,48.2,9.0,2
0.0,0.0,80,-18.27,48.55,slow flight,19.71,5117,139,48.2,9.0,2
0.3,0.0,80,-10.84,58.45,cruise,17.69,5117,140,48.2,9.0,2
0.28,1.0,80,48.73,69.26,climb,46.24,5117,141,48.2,9.0,2
6.86,14.0,80,-277.06,87.3,cruise,22.21,5117,142,48.2,9.0,2
0.9,1.0,80,-131.86,81.7,descent,0.54,5117,143,48.2,9.0,2
3.24,5.0,80,-15.62,73.46,cruise,20.2,5117,144,48.2,9.0,2
0.62,1.0,80,-57.79,68.39,descent,0.02,5117,145,48.2,9.0,2
1.28,0.0,80,-261.22,63.79,landing,0.37,5117,146,48.2,9.0,2
0.74,3.0,80,147.88,68.88,takeoff,57.72,5117,147,48.2,9.0,2
0.84,4.0,80,173.61,75.74,climb,49.78,5117,148,48.2,9.0,2
3.72,9.5,80,8.48,86.07,cruise,25.15,5117,149,48.2,9.0,2
0.04,0.04,80,0.49,91.69,descent,20.74,5117,150,48.2,9.0,2
0.0,0.0,80,0.6,90.9,cruise,20.54,5117,151,48.2,9.0,2
0.04,0.0,80,0.66,90.17,descent,20.15,5117,152,48.2,9.0,2
0.38,1.0,80,4.98,85.81,cruise,22.18,5117,153,48.2,9.0,2
1.12,0.5,80,-151.56,65.17,descent,0.1,5117,154,48.2,9.0,2
0.14,0.0,80,-24.55,63.33,landing,1.2,5117,155,48.2,9.0,2
0.0,0.0,80,-3.25,64.08,descent,7.5,5117,156,48.2,9.0,2
1.46,0.5,80,-157.04,58.75,landing,1.42,5117,157,48.2,9.0,3
12.2,4.0,80,307.99,2.65,pre-flight,1.77,5116,158,48.2,9.0,3
0.68,2.5,80,122.81,50.15,takeoff,61.41,5116,159,48.2,9.0,3
1.48,6.67,80,250.96,72.09,climb,48.25,5116,160,48.2,9.0,3
13.54,28.46,80,-37.27,83.54,cruise,22.73,5116,161,48.2,9.0,3
0.74,0.5,80,-101.8,63.72,descent,0.0,5116,162,48.2,9.0,3
1.06,0.0,80,-204.76,63.2,landing,2.03,5116,163,48.2,9.0,3
0.52,1.29,80,109.29,64.47,takeoff,52.86,5116,164,48.2,9.0,3
1.06,4.62,80,165.66,72.24,climb,47.28,5116,165,48.2,9.0,3
0.7,2.0,80,23.69,83.89,cruise,21.3,5116,166,48.2,9.0,3
0.82,0.5,80,-99.44,65.23,descent,0.0,5116,167,48.2,9.0,3
1.94,0.0,80,-223.54,57.08,landing,0.0,5116,168,48.2,9.0,3
7.3,1.0,80,-0.1,4.83,post-flight,1.23,5116,169,48.2,9.0,3
10.02,4.0,90,134.04,52.12,takeoff,55.32,5074,170,64.4,9.0,8
1.44,6.0,90,300.47,69.27,climb,47.42,5074,171,64.4,9.0,8
16.18,31.5,90,-217.62,83.07,cruise,22.25,5074,172,64.4,9.0,8
2.12,2.0,90,-215.36,58.11,landing,4.39,5074,173,64.4,9.0,8
0.7,2.0,90,149.36,66.79,takeoff,56.8,5074,174,64.4,9.0,8
0.78,3.79,90,159.5,68.46,climb,46.73,5074,175,64.4,9.0,8
1.1,2.5,90,-0.1,104.06,cruise,20.73,5074,176,64.4,9.0,8
0.22,0.5,90,0.58,100.03,landing,5.42,5074,177,64.4,9.0,8
0.12,0.0,90,-20.29,91.16,cruise,8.46,5074,178,64.4,9.0,8
3.4,0.0,90,-294.16,56.98,landing,0.05,5074,179,64.4,9.0,9
8.14,5.0,90,130.88,54.69,takeoff,55.35,5071,180,66.2,9.0,9
1.06,4.0,90,186.82,62.33,climb,43.12,5071,181,66.2,9.0,9
1.22,2.5,90,-18.86,89.83,cruise,14.17,5071,182,66.2,9.0,9
1.82,0.0,90,-297.21,64.89,landing,0.4,5071,183,66.2,9.0,9
0.64,2.0,90,126.23,62.68,takeoff,54.69,5071,184,66.2,9.0,9
1.02,4.0,90,180.17,61.06,climb,43.36,5071,185,66.2,9.0,9
0.82,2.0,90,6.19,81.75,cruise,19.3,5071,186,66.2,9.0,9
2.22,0.5,90,-320.93,62.04,landing,0.06,5071,187,66.2,9.0,9
8.14,5.0,90,130.88,54.69,takeoff,55.35,5072,188,66.2,9.0,9
1.06,4.0,90,186.82,62.33,climb,43.12,5072,189,66.2,9.0,9
1.22,2.5,90,-18.86,89.83,cruise,14.17,5072,190,66.2,9.0,9
1.82,0.0,90,-297.21,64.89,landing,0.4,5072,191,66.2,9.0,9
0.64,2.0,90,126.23,62.68,takeoff,54.69,5072,192,66.2,9.0,9
1.02,4.0,90,180.17,61.06,climb,43.36,5072,193,66.2,9.0,9
0.82,2.0,90,6.19,81.75,cruise,19.3,5072,194,66.2,9.0,9
2.22,0.5,90,-320.93,62.04,landing,0.06,5072,195,66.2,9.0,9
5.96,3.29,94,122.03,51.15,takeoff,58.43,5096,196,50.0,9.0,8
2.84,10.5,94,467.01,72.02,climb,44.98,5096,197,50.0,9.0,8
0.0,0.0,94,2.61,74.05,cruise,41.42,5096,198,50.0,9.0,8
0.0,0.0,94,2.45,74.12,climb,41.62,5096,199,50.0,9.0,8
4.02,7.79,94,10.93,71.96,cruise,22.75,5096,200,50.0,9.0,8
0.54,1.08,94,93.29,68.43,climb,42.29,5096,201,50.0,9.0,8
3.26,6.88,94,0.25,87.7,cruise,24.75,5096,202,50.0,9.0,8
0.26,1.0,94,49.58,65.73,climb,44.34,5096,203,50.0,9.0,8
1.32,3.0,94,7.89,61.04,cruise,22.33,5096,204,50.0,9.0,8
0.48,1.0,94,-16.99,51.16,slow flight,7.13,5096,205,50.0,9.0,8
0.08,0.0,94,1.92,44.9,steep turns,24.29,5096,206,50.0,9.0,8
0.04,0.0,94,29.81,45.07,climb,35.75,5096,207,50.0,9.0,8
0.08,0.0,94,4.43,43.38,steep turns,25.39,5096,208,50.0,9.0,8
0.94,1.0,94,-14.92,53.73,slow flight,16.28,5096,209,50.0,9.0,8
0.0,0.0,94,-0.51,43.0,steep turns,35.21,5096,210,50.0,9.0,8
0.1,1.0,94,-5.55,48.83,climb,45.61,5096,211,50.0,9.0,8
2.5,5.0,94,-38.11,82.75,cruise,25.17,5096,212,50.0,9.0,8
0.04,0.0,94,-3.03,28.38,steep turns,21.94,5096,213,50.0,9.0,8
1.84,3.67,94,35.98,79.62,cruise,25.82,5096,214,50.0,9.0,8
0.08,0.5,94,-2.93,53.63,steep turns,25.42,5096,215,50.0,9.0,8
0.64,1.0,94,5.77,59.23,cruise,23.61,5096,216,50.0,9.0,8
0.0,0.0,94,-0.02,62.37,steep turns,21.5,5096,217,50.0,9.0,8
0.14,1.0,94,-4.18,65.92,cruise,25.84,5096,218,50.0,9.0,8
0.08,0.0,94,-7.18,50.17,steep turns,26.95,5096,219,50.0,9.0,8
1.2,2.0,94,-20.49,69.94,cruise,21.77,5096,220,50.0,9.0,8
0.36,1.0,94,6.75,30.88,steep turns,21.31,5096,221,50.0,9.0,8
0.08,0.0,94,5.19,68.65,cruise,22.0,5096,222,50.0,9.0,8
0.02,0.0,94,4.74,73.76,steep turns,22.0,5096,223,50.0,9.0,8
0.08,0.5,94,0.99,79.32,cruise,21.92,5096,224,50.0,9.0,8
0.14,0.38,94,-9.63,66.06,steep turns,21.88,5096,225,50.0,9.0,8
0.1,0.0,94,8.8,62.4,cruise,29.29,5096,226,50.0,9.0,8
0.0,0.0,94,3.93,64.67,steep turns,30.12,5096,227,50.0,9.0,8
0.0,0.0,94,5.16,68.13,cruise,30.08,5096,228,50.0,9.0,8
0.22,1.0,94,50.8,58.04,steep turns,30.59,5096,229,50.0,9.0,8
0.12,0.0,94,-19.06,55.18,climb,49.54,5096,230,50.0,9.0,8
0.1,0.71,94,3.44,67.37,steep turns,23.31,5096,231,50.0,9.0,8
0.1,0.0,94,-5.46,65.09,slow flight,0.7,5096,232,50.0,9.0,8
0.36,0.0,94,-30.71,49.05,power off stall,0.17,5096,233,50.0,9.0,8
0.0,0.0,94,-6.9,42.42,slow flight,9.05,5096,234,50.0,9.0,8
0.06,0.0,94,-11.44,45.95,steep turns,18.82,5096,235,50.0,9.0,8
0.0,0.0,94,1.96,48.21,slow flight,1.71,5096,236,50.0,9.0,8
0.34,0.5,94,-35.57,43.39,power off stall,0.27,5096,237,50.0,9.0,8
0.0,0.0,94,-8.37,38.47,slow flight,8.62,5096,238,50.0,9.0,8
0.06,0.0,94,-27.9,41.39,steep turns,23.01,5096,239,50.0,9.0,8
0.0,0.0,94,0.29,47.31,climb,30.88,5096,240,50.0,9.0,8
0.0,0.0,94,-2.96,50.41,steep turns,29.04,5096,241,50.0,9.0,8
1.16,1.86,94,-74.72,73.69,cruise,19.7,5096,242,50.0,9.0,8
2.92,3.0,94,-225.52,91.51,descent,12.92,5096,243,50.0,9.0,8
0.22,0.5,94,-4.91,81.09,cruise,13.99,5096,244,50.0,9.0,8
0.28,0.5,94,-25.44,81.2,descent,13.14,5096,245,50.0,9.0,8
0.02,0.0,94,-1.2,81.69,cruise,14.88,5096,246,50.0,9.0,8
0.0,0.0,94,-0.75,81.15,descent,14.67,5096,247,50.0,9.0,8
0.96,1.5,94,-15.24,80.07,cruise,19.64,5096,248,50.0,9.0,8
0.98,0.5,94,-120.77,74.03,descent,3.75,5096,249,50.0,9.0,8
1.8,0.5,94,-185.42,52.77,landing,0.36,5096,250,51.8,9.0,9
1.08,4.0,92,213.49,57.83,takeoff,52.01,5034,251,55.4,9.0,9
2.38,9.12,92,372.15,80.22,climb,43.45,5034,252,55.4,9.0,9
4.58,8.0,92,18.3,76.01,cruise,20.31,5034,253,55.4,9.0,9
1.18,1.0,92,-73.4,52.9,power off stall,0.77,5034,254,55.4,9.0,9
1.28,3.0,92,141.33,58.39,climb,29.54,5034,255,55.4,9.0,9
0.78,2.0,92,-48.41,57.88,power on stall,21.67,5034,256,55.4,9.0,9
1.28,1.0,92,-135.63,67.04,power off stall,0.95,5034,257,55.4,9.0,9
1.08,3.0,92,113.27,67.67,climb,34.55,5034,258,55.4,9.0,9
0.88,1.0,92,-97.39,86.25,steep turns,12.35,5034,259,55.4,9.0,9
3.16,8.0,92,-39.68,89.51,cruise,27.26,5034,260,55.4,9.0,9
3.38,3.0,92,-331.5,80.95,descent,9.14,5034,261,55.4,9.0,9
1.18,1.0,92,-130.19,62.36,landing,3.69,5034,262,55.4,9.0,9
0.68,2.0,92,159.57,63.13,takeoff,53.64,5034,263,55.4,9.0,9
0.78,3.0,92,156.78,63.59,climb,47.05,5034,264,55.4,9.0,9
1.18,3.0,92,-15.08,94.14,cruise,22.33,5034,265,55.4,9.0,9
3.68,1.0,92,-306.06,50.51,landing,1.5,5034,266,57.2,9.0,10
0.88,2.0,92,149.02,47.01,takeoff,50.85,5021,267,48.2,9.0,3
2.28,8.5,92,430.15,76.68,climb,47.08,5021,268,48.2,9.0,3
7.28,11.5,92,6.03,77.03,cruise,18.01,5021,269,48.2,9.0,3
4.08,7.12,92,53.27,51.26,slow flight,20.42,5021,270,48.2,9.0,3
0.78,0.0,92,-109.0,67.34,descent,0.23,5021,271,48.2,9.0,3
3.38,5.0,92,58.57,62.63,slow flight,17.87,5021,272,48.2,9.0,3
1.08,4.0,92,189.89,74.49,climb,44.37,5021,273,48.2,9.0,3
0.28,0.0,92,-28.18,47.25,power off stall,3.6,5021,274,48.2,9.0,3
0.48,0.0,92,-28.29,35.01,power on stall,14.17,5021,275,48.2,9.0,3
1.78,3.0,92,5.98,40.19,cruise,18.74,5021,276,48.2,9.0,3
1.96,5.0,92,43.79,53.88,steep turns,25.78,5021,277,48.2,9.0,3
2.98,6.0,92,-38.86,89.47,cruise,20.06,5021,278,48.2,9.0,3
2.78,3.0,92,-316.27,91.51,descent,12.06,5021,279,48.2,9.0,3
5.08,1.5,92,-415.97,48.52,landing,2.22,5021,280,53.6,9.0,7
0.78,3.0,96,141.7,58.77,takeoff,57.99,5019,281,44.6,9.0,2
2.38,8.71,96,441.59,85.85,climb,45.24,5019,282,44.6,9.0,2
5.48,9.04,96,-28.54,83.81,cruise,19.07,5019,283,44.6,9.0,2
2.78,7.0,96,205.53,72.88,climb,32.89,5019,284,44.6,9.0,2
1.78,1.0,96,-97.13,79.98,descent,9.95,5019,285,44.6,9.0,2
0.52,1.5,96,57.48,49.63,climb,41.57,5019,286,44.6,9.0,2
0.78,1.04,96,-134.39,72.16,descent,11.41,5019,287,44.6,9.0,2
2.48,5.0,96,66.77,57.53,steep turns,23.51,5019,288,44.6,9.0,2
0.88,3.0,96,86.01,56.49,climb,35.54,5019,289,44.6,9.0,2
1.28,2.0,96,-86.56,73.38,descent,14.94,5019,290,44.6,9.0,2
0.68,2.0,96,17.88,57.18,steep turns,29.23,5019,291,44.6,9.0,2
2.38,5.0,96,-26.51,65.81,cruise,21.23,5019,292,44.6,9.0,2
4.08,4.0,96,-476.93,72.24,descent,9.45,5019,293,44.6,9.0,2
1.36,0.0,96,-163.69,55.81,landing,2.88,5019,294,44.6,9.0,2
0.68,2.05,96,181.99,66.68,takeoff,52.2,5019,295,44.6,9.0,2
0.68,3.0,96,147.36,67.64,climb,43.82,5019,296,44.6,9.0,2
0.68,2.0,96,-59.04,89.74,cruise,12.57,5019,297,44.6,9.0,2
1.38,0.0,96,-267.12,61.09,landing,2.78,5019,298,44.6,9.0,2
0.68,2.5,96,145.02,58.62,takeoff,49.36,5019,299,44.6,9.0,2
1.08,4.5,96,165.49,71.02,climb,40.52,5019,300,44.6,9.0,2
2.68,0.5,96,-314.6,58.68,landing,0.46,5019,301,44.6,9.0,3
8.58,4.0,96,90.28,0.0,takeoff,61.31,5013,302,44.6,9.0,4
7.72,24.0,96,667.24,0.0,climb,46.85,5013,303,44.6,9.0,4
0.5,0.5,96,4.95,0.0,slow flight,3.89,5013,304,44.6,9.0,4
0.0,0.0,96,-0.59,0.0,climb,29.08,5013,305,44.6,9.0,4
0.28,0.33,96,1.86,0.0,steep turns,12.07,5013,306,44.6,9.0,4
0.64,1.0,96,-50.85,0.0,slow flight,0.57,5013,307,44.6,9.0,4
0.06,0.0,96,-15.2,0.0,power off stall,0.12,5013,308,44.6,9.0,4
0.0,0.0,96,-29.7,0.0,slow flight,20.75,5013,309,44.6,9.0,4
0.7,1.0,96,62.57,0.0,climb,38.35,5013,310,44.6,9.0,4
0.22,0.58,96,-9.3,0.0,steep turns,11.91,5013,311,44.6,9.0,4
0.42,0.0,96,-75.68,0.0,slow flight,0.03,5013,312,44.6,9.0,4
0.42,0.0,96,-648.07,0.0,steep turns,1.21,5013,313,44.6,9.0,4
0.44,1.0,96,102.93,0.0,takeoff,61.84,5013,314,44.6,9.0,4
1.9,7.42,96,-85.46,0.0,climb,38.76,5013,315,44.6,9.0,4
0.44,2.0,96,94.95,0.0,takeoff,53.12,5013,316,44.6,9.0,4
1.26,4.04,96,-113.06,0.0,climb,36.52,5013,317,44.6,9.0,4
0.56,2.0,96,110.25,0.0,takeoff,55.12,5013,318,44.6,9.0,4
1.5,6.0,96,-89.23,0.0,climb,36.68,5013,319,44.6,9.0,4
0.22,0.0,96,-22.8,0.0,landing,0.0,5013,320,44.6,9.0,5
9.68,3.0,85,92.82,0.0,takeoff,59.48,4999,321,48.2,6.0,8
0.9,4.0,85,-104.52,0.0,climb,45.48,4999,322,48.2,6.0,8
0.62,2.04,85,119.41,0.0,takeoff,58.32,4999,323,48.2,6.0,8
0.86,3.5,85,-123.63,0.0,climb,50.89,4999,324,48.2,6.0,8
0.6,2.0,85,108.35,0.0,takeoff,57.0,4999,325,48.2,6.0,8
2.56,8.5,85,-110.32,0.0,climb,44.22,4999,326,48.2,6.0,8
0.66,3.0,85,124.02,0.0,takeoff,57.21,4999,327,48.2,6.0,8
1.4,5.0,85,-129.87,0.0,climb,41.95,4999,328,48.2,6.0,8
0.56,2.0,85,115.54,0.0,takeoff,57.5,4999,329,48.2,6.0,8
1.94,7.0,85,-100.96,0.0,climb,33.41,4999,330,48.2,6.0,8
0.22,0.0,85,-15.1,0.0,landing,3.11,4999,331,48.2,6.0,8
0.52,2.0,85,125.25,0.0,takeoff,60.18,4999,332,48.2,6.0,8
1.26,5.0,85,-62.29,0.0,climb,35.72,4999,333,48.2,6.0,8
0.66,0.0,85,-66.36,0.0,landing,0.32,4999,334,48.2,6.0,8
