time_delta,soc_delta,soh,average_altitude,ground_speed,activity,average_power,id,unique_data_identifier,temperature,visibility,wind_speed
0.32,0.0,96,-29.83,55.21,landing,2.7,4783,1106,53.6,1.5,2
0.0,0.0,96,-0.25,53.07,takeoff,2.59,4783,1107,53.6,1.5,2
0.04,0.0,96,1.6,50.46,landing,0.42,4783,1108,53.6,1.5,2
1.02,3.0,96,183.68,63.79,takeoff,45.65,4783,1109,53.6,1.5,2
1.08,4.0,96,129.62,78.46,climb,37.99,4783,1110,53.6,1.5,2
0.4,1.0,96,4.39,92.09,cruise,18.2,4783,1111,53.6,1.5,2
0.0,0.0,96,-1.1,90.25,takeoff,15.98,4783,1112,53.6,1.5,2
0.0,0.0,96,-2.97,90.31,climb,15.72,4783,1113,53.6,1.5,2
0.14,0.0,96,12.11,85.08,cruise,14.95,4783,1114,53.6,1.5,2
0.0,0.0,96,0.14,81.62,climb,19.28,4783,1115,53.6,1.5,2
0.36,1.0,96,3.55,81.98,takeoff,20.14,4783,1116,53.6,1.5,2
0.0,0.0,96,1.37,81.46,climb,18.98,4783,1117,53.6,1.5,2
0.06,0.0,96,1.32,81.24,cruise,18.83,4783,1118,53.6,1.5,2
0.0,0.0,96,-0.31,80.97,climb,18.64,4783,1119,53.6,1.5,2
2.38,3.0,96,-31.82,71.34,cruise,14.92,4783,1120,53.6,1.5,2
0.02,0.0,96,-1.46,58.39,climb,10.13,4783,1121,53.6,1.5,2
0.26,0.5,96,-15.59,56.11,cruise,4.84,4783,1122,53.6,1.5,2
0.26,0.38,96,-33.12,49.41,climb,1.43,4783,1123,53.6,1.5,2
0.02,0.0,96,-3.7,48.96,takeoff,5.0,4783,1124,53.6,1.5,2
0.0,0.0,96,-1.86,48.59,climb,5.0,4783,1125,53.6,1.5,2
0.06,0.0,96,-7.13,48.52,takeoff,5.0,4783,1126,53.6,1.5,2
0.04,0.0,96,-6.35,48.59,climb,5.0,4783,1127,53.6,1.5,2
0.04,0.0,96,-6.45,48.1,takeoff,4.94,4783,1128,53.6,1.5,2
0.0,0.0,96,-1.89,48.7,climb,4.84,4783,1129,53.6,1.5,2
0.0,0.0,96,-1.73,48.7,cruise,4.36,4783,1130,53.6,1.5,2
0.04,0.0,96,-5.17,48.1,takeoff,4.65,4783,1131,53.6,1.5,2
0.4,0.0,96,-58.11,47.84,cruise,0.46,4783,1132,53.6,1.5,2
0.0,0.0,96,-3.44,48.19,climb,3.77,4783,1133,53.6,1.5,2
1.5,0.5,96,-157.16,55.47,takeoff,5.53,4783,1134,53.6,1.5,2
0.04,0.0,96,3.07,53.11,landing,0.62,4783,1135,53.6,1.5,2
0.82,2.5,96,147.06,69.01,takeoff,45.88,4783,1136,53.6,1.5,2
1.36,5.0,96,180.31,68.35,climb,38.28,4783,1137,53.6,1.5,2
0.3,1.0,96,-2.52,88.54,cruise,19.63,4783,1138,53.6,1.5,2
0.02,0.0,96,-1.34,89.24,takeoff,14.94,4783,1139,53.6,1.5,2
0.3,0.0,96,-13.25,89.76,climb,12.21,4783,1140,53.6,1.5,2
0.04,0.04,96,-2.02,89.05,takeoff,16.74,4783,1141,53.6,1.5,2
0.0,0.0,96,-0.3,88.83,climb,15.06,4783,1142,53.6,1.5,2
0.06,0.0,96,3.27,86.92,cruise,11.98,4783,1143,53.6,1.5,2
0.04,0.14,96,4.85,82.18,takeoff,19.38,4783,1144,53.6,1.5,2
0.38,0.0,96,-13.51,80.93,climb,10.82,4783,1145,53.6,1.5,2
1.04,0.5,96,-146.64,67.09,cruise,0.18,4783,1146,53.6,1.5,2
0.62,0.0,96,-91.02,51.75,landing,2.29,4783,1147,53.6,1.5,2
0.22,0.0,96,-33.45,58.01,takeoff,4.56,4783,1148,53.6,1.5,2
0.34,0.5,96,-33.52,60.25,landing,2.24,4783,1149,53.6,1.5,2
0.0,0.0,96,-0.99,55.99,takeoff,1.9,4783,1150,53.6,1.5,2
0.08,0.0,96,0.74,51.85,landing,0.0,4783,1151,53.6,1.5,2
0.0,0.0,96,0.11,46.98,takeoff,0.0,4783,1152,53.6,1.5,2
0.12,0.0,96,1.22,37.76,landing,0.04,4783,1153,53.6,1.5,2
3.84,0.5,96,0.89,10.7,takeoff,2.44,4783,1154,53.6,9.0,0
7.5,3.0,97,157.31,0.0,takeoff,55.82,4802,1155,53.6,9.0,2
2.92,11.5,97,643.28,0.0,climb,49.24,4802,1156,53.6,9.0,2
0.32,0.0,97,-14.84,0.0,slow flight,0.15,4802,1157,53.6,9.0,2
0.04,0.0,97,-24.81,0.0,power off stall,0.06,4802,1158,53.6,9.0,2
0.02,0.0,97,-1.36,0.0,slow flight,0.0,4802,1159,53.6,9.0,2
2.88,3.5,97,-76.69,0.0,power off stall,4.37,4802,1160,53.6,9.0,2
0.8,2.42,97,115.81,0.0,climb,43.25,4802,1161,53.6,9.0,2
0.38,0.0,97,-13.58,0.0,slow flight,0.0,4802,1162,53.6,9.0,2
0.08,0.0,97,-14.23,0.0,power off stall,0.0,4802,1163,53.6,9.0,2
0.04,0.0,97,15.28,0.0,slow flight,4.22,4802,1164,53.6,9.0,2
1.52,2.0,97,-405.55,0.0,steep turns,4.1,4802,1165,53.6,9.0,2
1.78,2.5,97,-23.73,0.0,climb,20.62,4802,1166,53.6,9.0,2
8.16,4.0,97,117.65,51.6,takeoff,54.81,4850,1167,48.2,9.0,2
1.12,4.5,97,190.21,63.48,climb,48.15,4850,1168,48.2,9.0,2
1.22,2.0,97,-39.3,69.19,cruise,13.97,4850,1169,48.2,9.0,2
1.76,0.0,97,-270.27,65.6,landing,0.24,4850,1170,48.2,9.0,2
0.74,2.5,97,126.34,66.85,takeoff,55.06,4850,1171,48.2,9.0,2
1.16,4.5,97,182.47,64.08,climb,44.75,4850,1172,48.2,9.0,2
1.3,2.5,97,-22.69,71.94,cruise,17.84,4850,1173,48.2,9.0,2
2.24,0.5,97,-286.77,63.68,landing,0.15,4850,1174,48.2,9.0,2
0.8,2.62,97,138.04,68.51,takeoff,54.82,4850,1175,48.2,9.0,2
1.06,4.0,97,181.4,65.06,climb,47.62,4850,1176,48.2,9.0,2
1.16,3.0,97,-9.87,76.14,cruise,20.41,4850,1177,48.2,9.0,2
2.56,0.0,97,-310.06,63.43,landing,0.14,4850,1178,48.2,9.0,2
0.82,3.0,97,141.37,67.36,takeoff,53.59,4850,1179,48.2,9.0,2
1.02,4.0,97,176.14,65.46,climb,47.86,4850,1180,48.2,9.0,2
1.22,2.96,97,-11.71,75.06,cruise,19.48,4850,1181,48.2,9.0,2
2.44,0.5,97,-306.62,63.86,landing,0.23,4850,1182,48.2,9.0,2
0.84,3.0,97,148.89,69.47,takeoff,54.43,4850,1183,48.2,9.0,2
0.94,4.38,97,172.55,67.95,climb,48.6,4850,1184,48.2,9.0,2
1.22,2.0,97,4.57,71.41,cruise,19.23,4850,1185,48.2,9.0,2
2.72,1.0,97,-325.96,62.12,landing,0.51,4850,1186,48.2,9.0,2
0.82,3.0,97,147.33,68.71,takeoff,53.78,4850,1187,48.2,9.0,2
1.02,4.5,97,180.25,68.09,climb,49.56,4850,1188,48.2,9.0,2
1.1,2.0,97,-17.89,76.48,cruise,19.2,4850,1189,48.2,9.0,2
0.0,0.0,97,-0.22,78.35,descent,0.75,4850,1190,48.2,9.0,2
3.24,1.0,97,-309.98,59.09,landing,0.01,4850,1191,50.0,9.0,5
2.66,3.5,97,93.82,0.0,takeoff,59.97,4853,1192,44.6,1.75,2
1.8,6.5,97,640.16,0.0,climb,45.48,4853,1193,44.6,1.75,2
0.24,0.0,97,-24.69,0.0,slow flight,0.8,4853,1194,44.6,1.75,2
0.02,0.0,97,59.42,0.0,climb,45.51,4853,1195,44.6,1.75,2
0.44,0.5,97,-28.14,0.0,slow flight,0.0,4853,1196,44.6,1.75,2
0.02,0.0,97,-4.88,0.0,power off stall,0.02,4853,1197,44.6,1.75,2
0.0,0.0,97,-9.25,0.0,slow flight,13.42,4853,1198,44.6,1.75,2
0.08,0.0,97,14.11,0.0,climb,55.04,4853,1199,44.6,1.75,2
1.9,3.5,97,32.0,0.69,slow flight,1.56,4853,1200,44.6,1.75,2
4.94,4.5,97,-488.31,82.15,cruise,9.72,4853,1201,44.6,1.75,2
2.72,0.5,97,-287.47,63.94,landing,2.6,4853,1202,44.6,1.75,2
1.0,3.62,97,144.82,72.73,takeoff,50.53,4853,1203,44.6,1.75,2
1.26,4.5,97,193.46,74.02,climb,42.53,4853,1204,44.6,1.75,2
1.18,2.38,97,-13.35,81.56,cruise,20.36,4853,1205,44.6,1.75,2
0.14,0.0,97,-4.18,76.4,descent,0.46,4853,1206,44.6,1.75,2
2.2,1.0,97,-320.92,63.14,landing,0.07,4853,1207,44.6,1.75,2
0.94,3.0,97,148.54,69.82,takeoff,52.2,4853,1208,44.6,1.75,2
1.14,5.0,97,197.92,70.76,climb,44.67,4853,1209,44.6,1.75,2
0.68,2.0,97,-24.85,84.51,cruise,20.91,4853,1210,44.6,1.75,2
0.4,0.0,97,-20.96,71.34,descent,0.88,4853,1211,44.6,1.75,2
2.12,0.0,97,-300.66,59.31,landing,0.0,4853,1212,48.2,6.0,3
5.74,3.0,96,131.18,46.87,takeoff,58.87,4857,1213,46.4,9.0,5
3.14,12.5,96,610.56,69.31,climb,48.29,4857,1214,46.4,9.0,5
6.44,12.0,96,-14.27,72.11,cruise,20.53,4857,1215,46.4,9.0,5
0.02,0.0,96,-0.88,69.91,slow flight,0.79,4857,1216,46.4,9.0,5
0.1,0.0,96,0.77,65.33,power off stall,1.7,4857,1217,46.4,9.0,5
0.02,0.0,96,-0.1,56.75,slow flight,2.99,4857,1218,46.4,9.0,5
0.06,0.0,96,-10.45,56.19,power off stall,1.11,4857,1219,46.4,9.0,5
0.12,0.0,96,-4.21,57.11,slow flight,10.75,4857,1220,46.4,9.0,5
0.68,1.0,96,17.5,67.06,cruise,20.53,4857,1221,46.4,9.0,5
0.24,0.5,96,13.1,59.66,climb,45.38,4857,1222,46.4,9.0,5
2.08,3.5,96,-38.94,74.5,cruise,18.16,4857,1223,46.4,9.0,5
0.14,0.5,96,-4.68,57.7,slow flight,0.03,4857,1224,46.4,9.0,5
0.28,0.0,96,-27.74,44.03,power off stall,0.41,4857,1225,46.4,9.0,5
0.0,0.0,96,0.0,41.27,slow flight,40.92,4857,1226,46.4,9.0,5
0.58,1.5,96,80.42,57.41,climb,44.23,4857,1227,46.4,9.0,5
0.24,1.0,96,7.77,62.38,cruise,22.7,4857,1228,46.4,9.0,5
0.1,0.0,96,3.67,55.84,slow flight,0.0,4857,1229,46.4,9.0,5
0.32,0.5,96,-22.8,39.83,power off stall,0.26,4857,1230,46.4,9.0,5
0.0,0.0,96,0.0,31.8,slow flight,46.42,4857,1231,46.4,9.0,5
0.38,1.0,96,23.6,56.69,climb,54.14,4857,1232,46.4,9.0,5
1.36,2.46,96,-4.5,77.2,cruise,14.61,4857,1233,46.4,9.0,5
0.02,0.0,96,0.28,76.32,slow flight,14.54,4857,1234,46.4,9.0,5
0.02,0.0,96,0.01,75.38,cruise,15.0,4857,1235,46.4,9.0,5
0.5,1.0,96,3.47,68.78,slow flight,14.71,4857,1236,46.4,9.0,5
0.0,0.0,96,0.0,62.4,steep turns,32.25,4857,1237,46.4,9.0,5
0.0,0.0,96,0.0,62.6,cruise,37.67,4857,1238,46.4,9.0,5
0.06,0.0,96,-2.24,71.79,climb,39.92,4857,1239,46.4,9.0,5
1.02,2.0,96,10.43,79.68,cruise,24.97,4857,1240,46.4,9.0,5
0.28,1.0,96,0.89,42.19,steep turns,21.75,4857,1241,46.4,9.0,5
2.0,3.12,96,25.37,75.27,cruise,20.86,4857,1242,46.4,9.0,5
0.38,0.5,96,5.7,64.65,steep turns,19.72,4857,1243,46.4,9.0,5
0.12,0.0,96,-5.08,72.18,cruise,14.7,4857,1244,46.4,9.0,5
0.08,0.5,96,-7.58,73.67,slow flight,7.08,4857,1245,46.4,9.0,5
0.06,0.0,96,-5.51,75.45,cruise,5.85,4857,1246,46.4,9.0,5
0.84,0.5,96,-112.32,72.54,slow flight,0.3,4857,1247,46.4,9.0,5
1.74,0.0,96,-266.05,72.81,descent,0.07,4857,1248,46.4,9.0,5
2.1,3.0,96,-7.73,78.22,cruise,19.2,4857,1249,46.4,9.0,5
0.66,0.5,96,-74.19,62.71,descent,0.0,4857,1250,46.4,9.0,5
2.66,1.0,96,-265.69,53.13,landing,3.71,4857,1251,46.4,9.0,5
10.42,3.5,92,582.22,1.78,takeoff,54.7,4860,1252,68.0,9.0,5
17.98,30.0,92,-325.78,85.01,cruise,19.24,4860,1253,68.0,9.0,5
2.76,1.0,92,-261.65,50.81,landing,4.51,4860,1254,68.0,9.0,5
0.76,3.0,92,135.46,61.65,takeoff,50.42,4860,1255,68.0,9.0,5
1.06,4.0,92,168.65,72.22,climb,44.36,4860,1256,68.0,9.0,5
1.1,3.0,92,29.89,93.61,cruise,23.14,4860,1257,68.0,9.0,5
3.32,2.0,92,-339.55,57.57,landing,5.52,4860,1258,68.0,9.0,5
0.74,2.58,92,145.43,60.19,takeoff,52.63,4860,1259,68.0,9.0,5
0.98,3.58,92,149.13,71.34,climb,43.14,4860,1260,68.0,9.0,5
0.94,2.0,92,8.89,98.37,cruise,23.05,4860,1261,68.0,9.0,5
3.52,2.0,92,-311.2,51.91,landing,3.2,4860,1262,68.0,9.0,5
10.2,4.0,96,185.83,43.54,takeoff,57.51,4901,1263,42.8,9.0,6
0.8,3.12,96,179.93,65.81,climb,45.11,4901,1264,42.8,9.0,6
0.04,0.0,96,0.91,68.53,cruise,26.42,4901,1265,42.8,9.0,6
0.12,0.5,96,6.2,69.5,climb,28.63,4901,1266,42.8,9.0,6
1.36,2.0,96,-77.34,86.21,cruise,12.62,4901,1267,42.8,9.0,6
1.64,0.0,96,-256.47,58.32,landing,0.2,4901,1268,42.8,9.0,6
0.64,1.88,96,121.12,63.87,takeoff,50.61,4901,1269,42.8,9.0,6
1.08,3.88,96,208.52,63.93,climb,44.41,4901,1270,42.8,9.0,6
0.86,2.0,96,3.73,95.02,cruise,22.65,4901,1271,42.8,9.0,6
0.22,0.5,96,-12.99,95.48,landing,0.0,4901,1272,42.8,9.0,6
0.08,0.0,96,-13.65,75.55,cruise,0.0,4901,1273,42.8,9.0,6
1.92,0.0,96,-307.72,61.34,landing,0.22,4901,1274,42.8,9.0,6
0.6,2.0,96,129.18,63.43,takeoff,53.42,4901,1275,42.8,9.0,6
1.1,4.04,96,195.18,68.92,climb,46.67,4901,1276,42.8,9.0,6
0.84,2.0,96,-15.78,95.54,cruise,19.48,4901,1277,42.8,9.0,6
2.38,0.5,96,-308.51,63.15,landing,0.15,4901,1278,42.8,9.0,6
0.6,2.0,96,138.68,63.7,takeoff,56.08,4901,1279,42.8,9.0,6
1.02,4.0,96,198.57,62.43,climb,46.3,4901,1280,42.8,9.0,6
0.88,2.0,96,-13.4,92.07,cruise,19.63,4901,1281,42.8,9.0,6
2.48,1.0,96,-323.6,63.71,landing,0.13,4901,1282,42.8,9.0,6
0.6,2.0,96,139.09,61.79,takeoff,54.64,4901,1283,42.8,9.0,6
0.98,4.0,96,190.44,66.97,climb,48.74,4901,1284,42.8,9.0,6
1.02,2.0,96,-1.69,89.13,cruise,19.29,4901,1285,42.8,9.0,6
2.6,1.0,96,-328.45,62.87,landing,0.28,4901,1286,42.8,9.0,6
0.7,2.0,96,144.54,64.1,takeoff,51.79,4901,1287,42.8,9.0,6
0.98,4.0,96,181.23,68.63,climb,46.31,4901,1288,42.8,9.0,6
0.98,3.0,96,-2.81,92.71,cruise,21.96,4901,1289,42.8,9.0,6
0.26,0.0,96,-0.89,88.56,descent,1.36,4901,1290,42.8,9.0,6
2.26,0.5,96,-322.6,64.12,landing,0.13,4901,1291,42.8,9.0,6
0.7,2.5,96,144.91,64.92,takeoff,50.95,4901,1292,42.8,9.0,6
0.94,4.0,96,183.32,68.36,climb,45.53,4901,1293,42.8,9.0,6
0.44,1.0,96,-0.97,81.55,cruise,20.41,4901,1294,42.8,9.0,6
0.84,1.0,96,-50.39,86.32,descent,6.52,4901,1295,42.8,9.0,6
2.14,0.0,96,-277.17,57.26,landing,0.0,4901,1296,44.6,9.0,5
7.32,4.5,96,115.39,43.01,takeoff,54.42,4904,1297,42.8,7.0,0
1.7,6.54,96,322.87,72.85,climb,47.97,4904,1298,42.8,7.0,0
9.18,16.0,96,-184.53,81.05,cruise,20.01,4904,1299,42.8,7.0,0
1.5,0.5,96,-236.49,58.7,landing,0.53,4904,1300,42.8,7.0,0
0.64,1.5,96,107.13,67.69,takeoff,45.32,4904,1301,42.8,7.0,0
1.22,5.0,96,220.88,71.3,climb,47.1,4904,1302,42.8,7.0,0
1.22,4.0,96,100.23,77.67,cruise,28.97,4904,1303,42.8,7.0,0
0.34,1.0,96,10.89,74.58,climb,39.14,4904,1304,42.8,7.0,0
4.34,10.0,96,-42.15,88.68,cruise,26.25,4904,1305,42.8,7.0,0
0.52,1.0,96,-101.29,91.75,descent,0.6,4904,1306,42.8,7.0,0
0.42,0.0,96,-14.94,85.64,cruise,13.81,4904,1307,42.8,7.0,0
0.3,0.0,96,-26.16,72.45,descent,0.01,4904,1308,42.8,7.0,0
2.1,0.0,96,-275.75,64.14,landing,0.0,4904,1309,42.8,7.0,0
5.98,3.38,93,92.4,0.0,takeoff,55.19,4906,1310,44.6,9.0,5
1.28,5.17,93,-94.12,0.0,climb,47.72,4906,1311,44.6,9.0,5
0.54,1.5,93,90.09,0.0,takeoff,58.63,4906,1312,44.6,9.0,5
1.38,5.38,93,-90.03,0.0,climb,44.7,4906,1313,44.6,9.0,5
0.48,1.5,93,103.38,0.0,takeoff,55.86,4906,1314,44.6,9.0,5
1.2,5.0,93,-105.18,0.0,climb,45.77,4906,1315,44.6,9.0,5
0.52,2.0,93,104.73,0.0,takeoff,52.37,4906,1316,44.6,9.0,5
0.0,0.0,93,1.49,0.0,climb,45.83,4906,1317,44.6,9.0,5
0.08,0.0,93,7.91,0.0,takeoff,46.4,4906,1318,44.6,9.0,5
1.2,4.88,93,-44.72,0.18,climb,44.75,4906,1319,44.6,9.0,5
0.68,0.0,93,-70.75,44.64,landing,3.91,4906,1320,44.6,9.0,5
0.72,2.0,93,138.54,62.54,takeoff,51.06,4906,1321,44.6,9.0,5
0.88,4.0,93,165.62,68.85,climb,46.87,4906,1322,44.6,9.0,5
0.92,2.0,93,12.68,79.27,cruise,21.45,4906,1323,44.6,9.0,5
0.0,0.0,93,-1.2,92.6,descent,1.67,4906,1324,44.6,9.0,5
2.28,1.0,93,-314.55,67.05,landing,0.42,4906,1325,44.6,9.0,5
0.8,3.0,93,143.18,60.14,takeoff,50.66,4906,1326,44.6,9.0,5
0.86,3.0,93,165.73,70.51,climb,44.32,4906,1327,44.6,9.0,5
0.9,2.46,93,-1.99,75.41,cruise,19.61,4906,1328,44.6,9.0,5
0.12,0.5,93,2.61,91.14,descent,1.2,4906,1329,44.6,9.0,5
2.58,0.0,93,-311.45,62.99,landing,0.2,4906,1330,46.4,9.0,0
5.32,4.0,92,206.43,38.82,takeoff,56.33,4909,1331,53.6,9.0,2
2.68,10.5,92,538.04,72.74,climb,45.98,4909,1332,53.6,9.0,2
6.78,15.0,92,68.77,85.1,cruise,24.77,4909,1333,53.6,9.0,2
0.48,0.0,92,35.99,59.8,slow flight,9.82,4909,1334,53.6,9.0,2
0.0,0.0,92,36.59,47.82,cruise,22.29,4909,1335,53.6,9.0,2
2.08,2.0,92,-91.37,58.32,slow flight,9.52,4909,1336,53.6,9.0,2
0.34,1.0,92,20.25,62.04,climb,47.52,4909,1337,53.6,9.0,2
1.64,4.0,92,21.4,83.01,cruise,26.25,4909,1338,53.6,9.0,2
0.24,0.92,92,-12.57,66.92,slow flight,0.0,4909,1339,53.6,9.0,2
0.46,0.0,92,-48.43,52.18,power off stall,0.68,4909,1340,53.6,9.0,2
0.0,0.0,92,-3.65,50.73,cruise,35.67,4909,1341,53.6,9.0,2
0.42,1.0,92,48.31,70.09,climb,47.14,4909,1342,53.6,9.0,2
0.42,1.0,92,0.09,80.44,cruise,21.65,4909,1343,53.6,9.0,2
0.02,0.0,92,10.13,74.7,slow flight,0.0,4909,1344,53.6,9.0,2
0.46,0.71,92,-31.95,47.67,power off stall,0.93,4909,1345,53.6,9.0,2
0.28,0.0,92,6.81,53.71,climb,43.8,4909,1346,53.6,9.0,2
0.96,2.0,92,40.4,78.35,cruise,24.01,4909,1347,53.6,9.0,2
1.0,2.0,92,11.72,53.8,slow flight,13.26,4909,1348,53.6,9.0,2
0.02,0.0,92,-8.52,46.09,steep turns,34.33,4909,1349,53.6,9.0,2
0.26,0.0,92,11.07,59.63,climb,44.33,4909,1350,53.6,9.0,2
6.74,9.21,92,-467.93,81.97,cruise,15.86,4909,1351,53.6,9.0,2
0.56,1.0,92,-52.62,65.25,descent,0.0,4909,1352,53.6,9.0,2
2.3,0.0,92,-270.91,63.59,landing,0.0,4909,1353,53.6,9.0,3
4.52,3.0,92,119.71,42.67,takeoff,51.44,4915,1354,53.6,9.0,4
0.16,0.0,92,17.75,63.11,climb,44.21,4915,1355,53.6,9.0,4
0.02,0.25,92,3.64,67.73,takeoff,45.71,4915,1356,53.6,9.0,4
2.84,10.04,92,470.74,71.89,climb,45.04,4915,1357,53.6,9.0,4
7.26,10.5,92,-352.99,80.42,cruise,16.78,4915,1358,53.6,9.0,4
1.18,0.0,92,-156.12,63.12,landing,1.45,4915,1359,53.6,9.0,4
0.0,0.0,92,-0.62,68.05,cruise,18.54,4915,1360,53.6,9.0,4
0.04,0.0,92,-1.98,69.21,climb,28.36,4915,1361,53.6,9.0,4
0.1,0.5,92,19.89,72.26,takeoff,41.38,4915,1362,53.6,9.0,4
1.98,7.0,92,377.74,88.64,climb,47.9,4915,1363,53.6,9.0,4
6.6,11.62,92,-159.59,84.85,cruise,19.36,4915,1364,53.6,9.0,4
2.56,1.0,92,-325.65,54.12,landing,0.16,4915,1365,53.6,9.0,4
0.72,2.0,92,136.58,61.77,takeoff,48.15,4915,1366,53.6,9.0,4
1.04,4.0,92,192.53,75.09,climb,45.08,4915,1367,53.6,9.0,4
0.92,3.0,92,-6.96,98.13,cruise,27.29,4915,1368,53.6,9.0,4
0.14,0.0,92,-2.98,92.31,descent,0.41,4915,1369,53.6,9.0,4
3.1,1.0,92,-319.05,52.92,landing,0.01,4915,1370,55.4,9.0,3
4.6,2.0,91,119.96,38.4,takeoff,58.7,4919,1371,60.8,9.0,8
1.82,6.0,91,290.64,65.21,climb,37.79,4919,1372,60.8,9.0,8
0.04,0.0,91,5.54,56.81,cruise,27.22,4919,1373,60.8,9.0,8
0.12,0.5,91,15.6,56.79,climb,31.21,4919,1374,60.8,9.0,8
4.1,7.5,91,-121.61,62.2,cruise,21.05,4919,1375,60.8,9.0,8
0.06,0.0,91,-3.2,54.88,climb,26.21,4919,1376,60.8,9.0,8
5.16,8.5,91,-6.84,65.77,cruise,19.72,4919,1377,60.8,9.0,8
0.0,0.0,91,0.0,75.9,landing,0.0,4919,1378,60.8,9.0,8
0.0,0.0,91,0.0,76.94,cruise,0.0,4919,1379,60.8,9.0,8
1.9,0.5,91,-292.94,63.08,landing,0.51,4919,1380,60.8,9.0,8
0.54,1.5,91,120.83,57.95,takeoff,53.69,4919,1381,60.8,9.0,8
1.28,5.0,91,180.35,70.31,climb,39.9,4919,1382,60.8,9.0,8
3.3,8.0,91,155.76,110.73,cruise,28.7,4919,1383,60.8,9.0,8
0.02,0.0,91,-0.99,39.21,climb,25.0,4919,1384,60.8,9.0,8
5.22,7.5,91,-220.6,95.38,cruise,14.83,4919,1385,60.8,9.0,8
0.1,0.38,91,-10.03,62.01,landing,0.65,4919,1386,60.8,9.0,8
0.1,0.0,91,-10.69,57.71,cruise,5.53,4919,1387,60.8,9.0,8
2.5,1.0,91,-236.41,53.66,landing,3.8,4919,1388,60.8,9.0,8
2.92,1.0,92,102.69,0.0,takeoff,63.49,4921,1389,53.6,9.0,7
11.06,24.25,92,-72.62,0.0,climb,36.7,4921,1390,53.6,9.0,7
0.26,0.5,92,61.83,0.0,takeoff,43.07,4921,1391,53.6,9.0,7
1.98,7.5,92,344.96,0.26,climb,45.55,4921,1392,53.6,9.0,7
2.46,2.5,92,-198.12,71.17,cruise,8.0,4921,1393,53.6,9.0,7
2.18,0.5,92,-242.24,47.83,landing,1.33,4921,1394,55.4,9.0,6
4.66,3.0,90,125.9,27.86,takeoff,58.02,4923,1395,55.4,9.0,6
1.06,4.0,90,209.11,61.74,climb,43.75,4923,1396,55.4,9.0,6
0.52,1.5,90,94.59,94.63,cruise,36.87,4923,1397,55.4,9.0,6
0.32,1.08,90,75.53,82.09,climb,42.71,4923,1398,55.4,9.0,6
7.74,11.0,90,-234.81,85.32,cruise,16.74,4923,1399,55.4,9.0,6
1.72,0.08,90,-263.23,62.25,landing,0.43,4923,1400,55.4,9.0,6
0.02,0.0,90,-0.34,53.19,takeoff,15.29,4923,1401,55.4,9.0,6
0.04,0.0,90,4.58,55.9,landing,11.47,4923,1402,55.4,9.0,6
0.4,1.0,90,99.3,61.05,takeoff,52.38,4923,1403,55.4,9.0,6
1.56,6.0,90,263.26,67.22,climb,42.13,4923,1404,55.4,9.0,6
6.16,11.0,90,-144.5,74.16,cruise,19.69,4923,1405,55.4,9.0,6
2.06,0.0,90,-234.68,62.12,landing,0.53,4923,1406,59.0,9.0,11
9.8,3.0,90,309.08,1.24,pre-flight,3.18,4925,1407,51.8,9.0,7
0.94,2.5,90,127.98,61.27,takeoff,41.48,4925,1408,51.8,9.0,7
0.94,3.5,90,184.7,80.22,climb,45.46,4925,1409,51.8,9.0,7
1.06,2.5,90,-0.37,96.89,cruise,20.28,4925,1410,51.8,9.0,7
2.56,0.5,90,-318.56,55.14,landing,1.86,4925,1411,51.8,9.0,7
0.64,2.0,90,135.49,64.38,takeoff,51.48,4925,1412,51.8,9.0,7
0.88,3.5,90,182.76,78.08,climb,45.23,4925,1413,51.8,9.0,7
1.06,2.0,90,-44.33,92.05,cruise,13.6,4925,1414,51.8,9.0,7
2.14,0.5,90,-277.06,50.72,landing,1.68,4925,1415,51.8,9.0,7
0.66,1.5,90,121.98,60.74,takeoff,45.95,4925,1416,51.8,9.0,7
0.92,3.62,90,207.45,73.7,climb,46.01,4925,1417,51.8,9.0,7
1.28,3.0,90,-60.01,88.2,cruise,16.5,4925,1418,51.8,9.0,7
1.92,0.0,90,-275.47,48.92,landing,0.94,4925,1419,51.8,9.0,7
0.68,2.0,90,142.25,64.08,takeoff,48.41,4925,1420,51.8,9.0,7
0.76,3.0,90,159.9,73.99,climb,46.54,4925,1421,51.8,9.0,7
1.0,3.0,90,4.31,95.83,cruise,19.94,4925,1422,51.8,9.0,7
2.16,0.0,90,-310.65,51.48,landing,0.81,4925,1423,51.8,9.0,7
0.7,2.0,90,155.77,63.91,takeoff,50.09,4925,1424,51.8,9.0,7
0.72,3.0,90,145.6,78.99,climb,46.73,4925,1425,51.8,9.0,7
0.72,2.0,90,6.17,96.52,cruise,22.57,4925,1426,51.8,9.0,7
2.4,1.0,90,-320.09,53.44,landing,0.89,4925,1427,51.8,9.0,7
0.74,2.0,90,150.82,63.95,takeoff,47.38,4925,1428,51.8,9.0,7
0.74,3.0,90,157.82,74.91,climb,44.68,4925,1429,51.8,9.0,7
0.88,3.0,90,-3.47,96.69,cruise,26.37,4925,1430,51.8,9.0,7
0.16,0.0,90,-23.33,97.14,descent,0.0,4925,1431,51.8,9.0,7
2.04,1.0,90,-287.86,55.27,landing,0.3,4925,1432,51.8,9.0,7
0.68,2.0,90,147.16,63.64,takeoff,49.17,4925,1433,51.8,9.0,7
